Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,SMA21,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,MACD,MACD Signal,MACD Hist,Stoch %K,Stoch %D,VWAP,BB Upper,BB Middle,BB Lower,Why This Stock,Forecasts,Trade,Trendline Support,Trendline Broken,Stop %,Target1 %,Target2 %,notes
QQQ,,590.4301,0.81,27.25,32.39,Neutral,2.23,607.4128,615.4333,,,-3.17,,,,,,,Increasing,0.0417,-1.53,-6.8247,-2.7401,-4.0846,13.98,13.42,538.9729,644.5804,615.35,586.1196,"vol↑, RSI low","{3: {'yhat': 594.3, 'yhat_lower': 585.35, 'yhat_upper': 603.54}, 5: {'yhat': 596.47, 'yhat_lower': 587.64, 'yhat_upper': 605.05}, 7: {'yhat': 596.01, 'yhat_lower': 586.2, 'yhat_upper': 605.34}, 14: {'yhat': 606.4, 'yhat_lower': 597.49, 'yhat_upper': 615.31}}",SELL,616.4314,True,-3.34,2.23,4.46,
META,,591.817,0.45,27.05,20.86,Oversold,2.95,632.3147,643.187,,,-4.81,,,,,,,Decreasing,0.0098,-3.17,-23.2595,-24.2815,1.022,12.38,11.04,651.8181,743.5547,638.4284,533.302,RSI low,"{3: {'yhat': 612.11, 'yhat_lower': 592.81, 'yhat_upper': 630.48}, 5: {'yhat': 622.35, 'yhat_lower': 602.99, 'yhat_upper': 639.79}, 7: {'yhat': 630.01, 'yhat_lower': 611.75, 'yhat_upper': 648.72}, 14: {'yhat': 661.32, 'yhat_lower': 641.88, 'yhat_upper': 681.43}}",SELL,613.0428,True,-4.43,2.95,5.9,
CVX,,150.675,0.24,26.72,40.5,Neutral,1.87,152.5982,152.8485,,,-1.72,,,,,,,Increasing,0.0043,-0.08,-0.4312,-0.0147,-0.4166,16.7,25.0,146.8336,155.9922,152.7988,149.6054,"vol↑, RSI low","{3: {'yhat': 152.89, 'yhat_lower': 149.75, 'yhat_upper': 156.13}, 5: {'yhat': 153.76, 'yhat_lower': 150.67, 'yhat_upper': 156.77}, 7: {'yhat': 153.99, 'yhat_lower': 150.55, 'yhat_upper': 157.26}, 14: {'yhat': 152.33, 'yhat_lower': 149.2, 'yhat_upper': 155.46}}",HOLD,150.208,False,-2.8,1.87,3.74,
QCOM,,163.06,2.17,26.41,36.98,Neutral,4.02,169.7374,173.4819,,,-4.58,,,,,,,Decreasing,0.0385,-2.94,-2.7943,-0.8799,-1.9144,13.84,14.36,157.5529,187.775,173.709,159.643,RSI low,"{3: {'yhat': 162.78, 'yhat_lower': 157.75, 'yhat_upper': 167.57}, 5: {'yhat': 163.35, 'yhat_lower': 158.31, 'yhat_upper': 167.9}, 7: {'yhat': 161.45, 'yhat_lower': 156.69, 'yhat_upper': 166.33}, 14: {'yhat': 163.01, 'yhat_lower': 157.94, 'yhat_upper': 168.26}}",SELL,171.2127,True,-6.03,4.02,8.04,
AMZN,,219.925,1.28,25.77,30.73,Neutral,3.09,231.281,235.6155,,,-10.02,,,,,,,Decreasing,0.0526,-8.38,-3.9358,0.1697,-4.1055,7.57,8.16,215.0761,259.5874,236.1858,212.7841,RSI low,"{3: {'yhat': 224.67, 'yhat_lower': 218.73, 'yhat_upper': 230.81}, 5: {'yhat': 224.51, 'yhat_lower': 218.65, 'yhat_upper': 230.21}, 7: {'yhat': 224.6, 'yhat_lower': 218.08, 'yhat_upper': 230.79}, 14: {'yhat': 234.17, 'yhat_lower': 228.25, 'yhat_upper': 240.09}}",SELL,229.3043,True,-4.64,3.09,6.18,
GDX,,74.045,1.47,25.48,46.95,Neutral,3.95,74.5557,73.4502,,,2.06,,,,,,,Increasing,0.027,3.7,0.19,0.3163,-0.1263,53.26,58.12,54.6033,79.2982,73.4828,67.6673,"vol↑, positive ROC","{3: {'yhat': 78.05, 'yhat_lower': 76.13, 'yhat_upper': 79.88}, 5: {'yhat': 78.49, 'yhat_lower': 76.57, 'yhat_upper': 80.23}, 7: {'yhat': 78.37, 'yhat_lower': 76.55, 'yhat_upper': 80.23}, 14: {'yhat': 77.56, 'yhat_lower': 75.63, 'yhat_upper': 79.56}}",SELL,75.6301,True,-5.93,3.95,7.9,
MSFT,,474.53,-0.82,25.19,21.1,Oversold,2.41,501.6272,508.4386,,,-4.31,,,,,,,Increasing,0.04,-2.67,-9.1095,-5.424,-3.6855,9.6,12.14,453.7824,543.7064,507.7289,471.7514,"vol↑, RSI low","{3: {'yhat': 488.21, 'yhat_lower': 479.73, 'yhat_upper': 496.96}, 5: {'yhat': 490.74, 'yhat_lower': 482.37, 'yhat_upper': 498.87}, 7: {'yhat': 492.97, 'yhat_lower': 483.67, 'yhat_upper': 501.81}, 14: {'yhat': 507.94, 'yhat_lower': 499.49, 'yhat_upper': 516.38}}",SELL,504.1828,True,-3.62,2.41,4.82,
IWM,,235.47,2.78,24.97,44.5,Neutral,2.2,239.0355,241.4433,,,-2.54,,,,,,,Increasing,0.0263,-0.9,-3.1159,-2.2976,-0.8183,18.13,13.46,220.1987,252.9277,241.044,229.1603,"vol↑, RSI low","{3: {'yhat': 234.4, 'yhat_lower': 230.45, 'yhat_upper': 238.26}, 5: {'yhat': 234.98, 'yhat_lower': 230.96, 'yhat_upper': 238.61}, 7: {'yhat': 234.27, 'yhat_lower': 230.56, 'yhat_upper': 238.12}, 14: {'yhat': 233.49, 'yhat_lower': 229.51, 'yhat_upper': 237.47}}",SELL,240.8811,True,-3.3,2.2,4.4,
FSLR,,248.77,1.19,23.77,41.53,Neutral,5.27,252.3972,256.3114,,,-7.05,,,,,,,Decreasing,0.0588,-5.41,-0.4507,3.2179,-3.6685,15.39,24.1,173.3992,281.3694,257.0565,232.7436,RSI low,"{3: {'yhat': 253.46, 'yhat_lower': 242.9, 'yhat_upper': 263.18}, 5: {'yhat': 252.76, 'yhat_lower': 241.91, 'yhat_upper': 262.95}, 7: {'yhat': 252.85, 'yhat_lower': 242.28, 'yhat_upper': 263.01}, 14: {'yhat': 253.82, 'yhat_lower': 243.83, 'yhat_upper': 264.81}}",SELL,259.5273,True,-7.9,5.27,10.54,
INTC,,34.015,1.17,22.6,32.14,Neutral,5.25,36.2542,37.5502,,,-10.79,,,,,,,Decreasing,0.04,-9.15,-1.0453,-0.5387,-0.5066,13.14,12.15,25.2406,42.3755,37.5138,32.652,RSI low,"{3: {'yhat': 32.29, 'yhat_lower': 30.88, 'yhat_upper': 33.67}, 5: {'yhat': 31.75, 'yhat_lower': 30.31, 'yhat_upper': 33.05}, 7: {'yhat': 31.22, 'yhat_lower': 29.89, 'yhat_upper': 32.6}, 14: {'yhat': 29.84, 'yhat_lower': 28.41, 'yhat_upper': 31.26}}",SELL,40.1768,True,-7.88,5.25,10.5,
UBER,,83.2046,-0.19,21.92,15.32,Oversold,4.01,91.3482,92.8407,,,-9.55,,,,,,,Increasing,0.0213,-7.91,-2.4777,-1.2752,-1.2024,6.72,9.41,80.6316,100.8586,92.7792,84.6999,"vol↑, RSI low","{3: {'yhat': 87.04, 'yhat_lower': 84.47, 'yhat_upper': 89.41}, 5: {'yhat': 85.54, 'yhat_lower': 82.9, 'yhat_upper': 88.03}, 7: {'yhat': 84.46, 'yhat_lower': 81.89, 'yhat_upper': 86.94}, 14: {'yhat': 80.91, 'yhat_lower': 78.48, 'yhat_upper': 83.6}}",SELL,91.0424,True,-6.02,4.01,8.02,
