Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,SMA21,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,MACD,MACD Signal,MACD Hist,Stoch %K,Stoch %D,VWAP,BB Upper,BB Middle,BB Lower,Why This Stock,Forecasts,Trade,Trendline Support,Trendline Broken,Stop %,Target1 %,Target2 %,notes
SMCI,,32.255,2.2,36.26,23.51,Oversold,8.53,39.8067,42.0236,,,-18.88,0.0,,,,,,Decreasing,0.0087,-17.28,-3.9795,-3.599,-0.3805,3.28,3.54,42.2565,56.8478,41.7102,26.5727,RSI low,"{3: {'yhat': 37.56, 'yhat_lower': 33.93, 'yhat_upper': 41.69}, 5: {'yhat': 39.14, 'yhat_lower': 35.46, 'yhat_upper': 43.22}, 7: {'yhat': 39.6, 'yhat_lower': 35.39, 'yhat_upper': 43.69}, 14: {'yhat': 42.29, 'yhat_lower': 38.46, 'yhat_upper': 46.09}}",SELL,42.99,True,-12.79,8.53,17.06,
PFE,,25.4055,4.12,34.37,58.29,Neutral,3.03,24.8323,24.6521,,,3.99,0.0,,,,,,Increasing,0.02,5.59,0.1629,0.1778,-0.0148,42.12,45.29,23.9785,25.9802,24.6681,23.356,"vol↑, above EMA20, positive ROC","{3: {'yhat': 25.2, 'yhat_lower': 24.62, 'yhat_upper': 25.79}, 5: {'yhat': 25.14, 'yhat_lower': 24.58, 'yhat_upper': 25.71}, 7: {'yhat': 25.09, 'yhat_lower': 24.48, 'yhat_upper': 25.65}, 14: {'yhat': 24.97, 'yhat_lower': 24.4, 'yhat_upper': 25.59}}",HOLD,24.5571,False,-4.54,3.03,6.06,
AAPL,,271.085,1.82,34.32,57.5,Neutral,2.15,267.6759,269.5718,,,1.07,0.0,,,,,,Increasing,0.0909,2.67,0.9997,2.0427,-1.043,28.82,22.36,225.7793,274.3925,269.9222,265.4518,"vol↑, above EMA20, positive ROC","{3: {'yhat': 267.68, 'yhat_lower': 261.29, 'yhat_upper': 274.97}, 5: {'yhat': 268.99, 'yhat_lower': 262.51, 'yhat_upper': 276.18}, 7: {'yhat': 269.69, 'yhat_lower': 262.29, 'yhat_upper': 276.91}, 14: {'yhat': 277.27, 'yhat_lower': 270.52, 'yhat_upper': 283.97}}",SELL,273.3519,True,-3.22,2.15,4.3,
PANW,,183.205,-1.01,33.62,12.31,Oversold,3.59,204.8383,210.0945,,,-13.7,0.0,,,,,,Increasing,0.04,-12.1,-6.7272,-3.0577,-3.6695,6.5,8.9,189.1272,231.8222,209.7437,187.6653,"vol↑, RSI low","{3: {'yhat': 190.34, 'yhat_lower': 184.3, 'yhat_upper': 196.52}, 5: {'yhat': 189.43, 'yhat_lower': 183.63, 'yhat_upper': 195.43}, 7: {'yhat': 187.58, 'yhat_lower': 181.19, 'yhat_upper': 193.43}, 14: {'yhat': 188.92, 'yhat_lower': 182.98, 'yhat_upper': 195.34}}",SELL,210.4932,True,-5.38,3.59,7.18,
CRM,,226.24,0.39,33.19,25.47,Oversold,3.26,240.3386,245.0967,,,-5.69,0.0,,,,,,Increasing,0.0028,-4.09,-5.9675,-3.5969,-2.3706,8.19,8.35,275.0427,266.8163,244.61,222.4037,"vol↑, RSI low","{3: {'yhat': 228.16, 'yhat_lower': 220.16, 'yhat_upper': 235.62}, 5: {'yhat': 229.14, 'yhat_lower': 221.42, 'yhat_upper': 237.48}, 7: {'yhat': 228.05, 'yhat_lower': 220.71, 'yhat_upper': 236.31}, 14: {'yhat': 235.15, 'yhat_lower': 227.5, 'yhat_upper': 243.57}}",SELL,239.6411,True,-4.89,3.26,6.52,
ENPH,,27.305,4.54,33.02,36.39,Neutral,7.31,30.0857,30.5264,,,-9.65,0.0,,,,,,Decreasing,0.0029,-8.05,-1.6637,-1.5269,-0.1368,7.23,4.45,44.0482,35.9576,30.2413,24.5249,RSI low,"{3: {'yhat': 30.66, 'yhat_lower': 27.94, 'yhat_upper': 33.35}, 5: {'yhat': 30.52, 'yhat_lower': 27.73, 'yhat_upper': 33.14}, 7: {'yhat': 31.36, 'yhat_lower': 28.63, 'yhat_upper': 34.14}, 14: {'yhat': 33.63, 'yhat_lower': 30.85, 'yhat_upper': 36.35}}",SELL,28.8529,True,-10.96,7.31,14.62,
MRNA,,23.54,5.28,32.88,40.63,Neutral,6.16,24.9171,25.1052,,,-4.07,0.0,,,,,,Decreasing,0.0031,-2.47,-0.6165,-0.4167,-0.1999,16.81,20.83,30.2914,27.8012,25.0235,22.2458,RSI low,"{3: {'yhat': 25.31, 'yhat_lower': 23.09, 'yhat_upper': 27.39}, 5: {'yhat': 25.45, 'yhat_lower': 23.3, 'yhat_upper': 27.77}, 7: {'yhat': 25.53, 'yhat_lower': 23.49, 'yhat_upper': 27.83}, 14: {'yhat': 25.71, 'yhat_lower': 23.58, 'yhat_upper': 28.06}}",SELL,24.9675,True,-9.24,6.16,12.32,
HD,,343.8805,3.46,31.74,33.22,Neutral,2.64,362.5764,367.7062,,,-7.34,0.0,,,,,,Increasing,0.0028,-5.74,-11.3106,-8.3378,-2.9728,10.61,6.04,378.8711,400.7314,366.7575,332.7836,"vol↑, RSI low","{3: {'yhat': 345.1, 'yhat_lower': 337.9, 'yhat_upper': 352.18}, 5: {'yhat': 344.35, 'yhat_lower': 337.01, 'yhat_upper': 351.27}, 7: {'yhat': 345.11, 'yhat_lower': 337.9, 'yhat_upper': 352.42}, 14: {'yhat': 346.59, 'yhat_lower': 339.24, 'yhat_upper': 353.74}}",SELL,352.4372,True,-3.96,2.64,5.28,
NFLX,,105.57,-0.09,31.6,31.98,Neutral,3.09,111.4919,110.6134,,,-4.35,0.0,,,,,,Increasing,0.0069,-2.75,-1.5844,-0.996,-0.5884,13.43,30.51,107.0669,115.9685,110.6707,105.3728,"vol↑, RSI low","{3: {'yhat': 111.96, 'yhat_lower': 108.62, 'yhat_upper': 115.08}, 5: {'yhat': 112.91, 'yhat_lower': 109.69, 'yhat_upper': 116.4}, 7: {'yhat': 112.73, 'yhat_lower': 109.66, 'yhat_upper': 116.18}, 14: {'yhat': 113.84, 'yhat_lower': 110.64, 'yhat_upper': 117.36}}",SELL,107.9302,True,-4.64,3.09,6.18,
SPY,,660.26,1.18,30.96,39.21,Neutral,1.56,669.3392,674.7252,,,-1.6,0.0,,,,,,Increasing,0.0417,0.0,-4.5463,-1.6875,-2.8588,17.36,15.88,606.4281,694.9486,674.599,654.2494,"vol↑, RSI low","{3: {'yhat': 661.13, 'yhat_lower': 652.41, 'yhat_upper': 669.71}, 5: {'yhat': 662.57, 'yhat_lower': 653.67, 'yhat_upper': 670.96}, 7: {'yhat': 661.67, 'yhat_lower': 652.93, 'yhat_upper': 670.54}, 14: {'yhat': 666.36, 'yhat_lower': 657.46, 'yhat_upper': 675.04}}",SELL,674.63,True,-2.34,1.56,3.12,
CVX,,150.63,0.21,30.42,40.25,Neutral,1.87,152.5939,152.8463,,,-1.75,0.0,,,,,,Increasing,0.0043,-0.15,-0.4362,-0.0157,-0.4206,16.5,24.94,146.8342,155.9964,152.7965,149.5967,"vol↑, RSI low","{3: {'yhat': 152.82, 'yhat_lower': 149.54, 'yhat_upper': 155.87}, 5: {'yhat': 153.68, 'yhat_lower': 150.52, 'yhat_upper': 157.1}, 7: {'yhat': 153.9, 'yhat_lower': 150.89, 'yhat_upper': 157.29}, 14: {'yhat': 152.22, 'yhat_lower': 149.08, 'yhat_upper': 155.67}}",HOLD,150.208,False,-2.8,1.87,3.74,
QQQ,,591.052,0.92,30.29,33.25,Neutral,2.24,607.472,615.463,,,-3.06,0.0,,,,,,Increasing,0.0417,-1.46,-6.7556,-2.7263,-4.0293,14.43,13.57,538.9916,644.501,615.3811,586.2612,"vol↑, RSI low","{3: {'yhat': 594.35, 'yhat_lower': 585.2, 'yhat_upper': 603.36}, 5: {'yhat': 596.52, 'yhat_lower': 587.17, 'yhat_upper': 605.32}, 7: {'yhat': 596.07, 'yhat_lower': 586.9, 'yhat_upper': 605.38}, 14: {'yhat': 606.43, 'yhat_lower': 597.09, 'yhat_upper': 615.54}}",SELL,616.4314,True,-3.36,2.24,4.48,
MSTR,,174.62,-1.42,29.87,19.06,Oversold,9.76,227.0931,236.1038,,,-27.82,0.0,,,,,,Increasing,0.0078,-26.22,-23.8942,-20.8457,-3.0485,6.6,9.05,341.5623,305.3613,233.455,161.5487,"vol↑, RSI low","{3: {'yhat': 184.61, 'yhat_lower': 164.15, 'yhat_upper': 203.67}, 5: {'yhat': 186.36, 'yhat_lower': 166.62, 'yhat_upper': 207.67}, 7: {'yhat': 186.17, 'yhat_lower': 167.41, 'yhat_upper': 207.29}, 14: {'yhat': 191.07, 'yhat_lower': 171.52, 'yhat_upper': 212.61}}",SELL,213.1709,True,-14.64,9.76,19.52,
IWM,,235.43,2.76,28.56,44.4,Neutral,2.2,239.0317,241.4414,,,-2.56,0.0,,,,,,Increasing,0.0263,-0.96,-3.1204,-2.2985,-0.8219,18.05,13.44,220.2064,252.9296,241.042,229.1544,"vol↑, RSI low","{3: {'yhat': 234.34, 'yhat_lower': 230.65, 'yhat_upper': 237.96}, 5: {'yhat': 234.91, 'yhat_lower': 231.15, 'yhat_upper': 238.46}, 7: {'yhat': 234.19, 'yhat_lower': 230.5, 'yhat_upper': 237.94}, 14: {'yhat': 233.39, 'yhat_lower': 229.63, 'yhat_upper': 237.06}}",SELL,240.8811,True,-3.3,2.2,4.4,
META,,593.1534,0.68,28.51,22.89,Oversold,2.94,632.442,643.2506,,,-4.59,0.0,,,,,,Decreasing,0.0098,-2.99,-23.111,-24.2518,1.1408,13.11,11.29,651.805,743.4984,638.4952,533.4919,RSI low,"{3: {'yhat': 613.35, 'yhat_lower': 594.33, 'yhat_upper': 631.08}, 5: {'yhat': 623.77, 'yhat_lower': 605.42, 'yhat_upper': 643.59}, 7: {'yhat': 631.63, 'yhat_lower': 614.18, 'yhat_upper': 651.28}, 14: {'yhat': 663.31, 'yhat_lower': 645.13, 'yhat_upper': 683.34}}",SELL,613.0428,True,-4.41,2.94,5.88,
GDX,,73.97,1.37,28.48,46.62,Neutral,3.95,74.5486,73.4467,,,1.96,0.0,,,,,,Increasing,0.027,3.56,0.1817,0.3147,-0.133,53.04,58.05,54.6061,79.293,73.479,67.665,"vol↑, positive ROC","{3: {'yhat': 78.0, 'yhat_lower': 76.14, 'yhat_upper': 79.83}, 5: {'yhat': 78.43, 'yhat_lower': 76.54, 'yhat_upper': 80.22}, 7: {'yhat': 78.3, 'yhat_lower': 76.44, 'yhat_upper': 80.2}, 14: {'yhat': 77.48, 'yhat_lower': 75.59, 'yhat_upper': 79.33}}",SELL,75.6301,True,-5.93,3.95,7.9,
QCOM,,162.91,2.08,28.25,36.61,Neutral,4.02,169.7231,173.4748,,,-4.67,0.0,,,,,,Decreasing,0.0385,-3.07,-2.811,-0.8832,-1.9277,13.64,14.29,157.5534,187.7916,173.7015,159.6114,RSI low,"{3: {'yhat': 162.52, 'yhat_lower': 157.55, 'yhat_upper': 167.15}, 5: {'yhat': 163.06, 'yhat_lower': 158.26, 'yhat_upper': 168.23}, 7: {'yhat': 161.11, 'yhat_lower': 156.55, 'yhat_upper': 166.24}, 14: {'yhat': 162.59, 'yhat_lower': 157.84, 'yhat_upper': 167.82}}",SELL,171.2127,True,-6.03,4.02,8.04,
MSFT,,474.245,-0.87,27.66,20.97,Oversold,2.41,501.6,508.425,,,-4.37,0.0,,,,,,Increasing,0.04,-2.77,-9.1411,-5.4303,-3.7108,9.39,12.07,453.7855,543.7477,507.7147,471.6816,"vol↑, RSI low","{3: {'yhat': 488.01, 'yhat_lower': 479.28, 'yhat_upper': 496.6}, 5: {'yhat': 490.52, 'yhat_lower': 481.6, 'yhat_upper': 498.92}, 7: {'yhat': 492.72, 'yhat_lower': 483.98, 'yhat_upper': 501.61}, 14: {'yhat': 507.65, 'yhat_lower': 498.74, 'yhat_upper': 516.34}}",SELL,504.1828,True,-3.62,2.41,4.82,
AMZN,,219.32,1.0,26.8,29.39,Oversold,3.1,231.2234,235.5867,,,-10.27,0.0,,,,,,Decreasing,0.0526,-8.67,-4.003,0.1563,-4.1593,7.09,8.0,215.0768,259.647,236.1555,212.664,RSI low,"{3: {'yhat': 224.16, 'yhat_lower': 217.54, 'yhat_upper': 230.2}, 5: {'yhat': 223.93, 'yhat_lower': 217.94, 'yhat_upper': 230.34}, 7: {'yhat': 223.93, 'yhat_lower': 217.95, 'yhat_upper': 229.83}, 14: {'yhat': 233.36, 'yhat_lower': 227.41, 'yhat_upper': 239.65}}",SELL,229.3043,True,-4.65,3.1,6.2,
FSLR,,249.9325,1.66,25.8,43.41,Neutral,5.24,252.5079,256.3668,,,-6.62,0.0,,,,,,Decreasing,0.0588,-5.02,-0.3215,3.2437,-3.5652,16.35,24.41,173.4064,281.3496,257.1146,232.8797,RSI low,"{3: {'yhat': 255.33, 'yhat_lower': 245.21, 'yhat_upper': 265.8}, 5: {'yhat': 254.9, 'yhat_lower': 245.13, 'yhat_upper': 265.76}, 7: {'yhat': 255.3, 'yhat_lower': 244.76, 'yhat_upper': 266.23}, 14: {'yhat': 256.83, 'yhat_lower': 246.29, 'yhat_upper': 267.06}}",SELL,259.5273,True,-7.86,5.24,10.48,
AVGO,,342.5293,-1.24,24.06,42.36,Neutral,4.7,349.8869,355.9357,,,-1.97,0.0,,,,,,Increasing,0.0417,-0.37,-2.7167,-1.571,-1.1458,39.13,35.63,246.4098,381.5276,356.026,330.5243,"vol↑, RSI low","{3: {'yhat': 342.24, 'yhat_lower': 329.93, 'yhat_upper': 353.45}, 5: {'yhat': 345.82, 'yhat_lower': 334.69, 'yhat_upper': 357.73}, 7: {'yhat': 346.54, 'yhat_lower': 335.43, 'yhat_upper': 357.5}, 14: {'yhat': 360.64, 'yhat_lower': 349.6, 'yhat_upper': 372.32}}",SELL,351.8858,True,-7.05,4.7,9.4,
CAT,,550.89,0.87,23.96,47.22,Neutral,3.44,550.1378,557.5624,,,-2.17,0.0,,,,,,Decreasing,0.0417,-0.57,0.8873,5.5215,-4.6342,25.92,23.17,396.5355,592.5862,559.304,526.0218,above EMA20,"{3: {'yhat': 544.13, 'yhat_lower': 533.37, 'yhat_upper': 555.27}, 5: {'yhat': 544.24, 'yhat_lower': 533.85, 'yhat_upper': 555.79}, 7: {'yhat': 540.62, 'yhat_lower': 529.41, 'yhat_upper': 552.25}, 14: {'yhat': 535.96, 'yhat_lower': 524.74, 'yhat_upper': 546.84}}",SELL,578.0172,True,-5.16,3.44,6.88,
UBER,,83.63,0.32,23.57,17.45,Oversold,3.99,91.3887,92.861,,,-9.09,0.0,,,,,,Increasing,0.0213,-7.49,-2.4304,-1.2658,-1.1646,7.74,9.75,80.6329,100.7753,92.8005,84.8257,"vol↑, RSI low","{3: {'yhat': 87.05, 'yhat_lower': 84.36, 'yhat_upper': 89.51}, 5: {'yhat': 85.55, 'yhat_lower': 83.11, 'yhat_upper': 88.15}, 7: {'yhat': 84.47, 'yhat_lower': 82.04, 'yhat_upper': 86.87}, 14: {'yhat': 80.89, 'yhat_lower': 78.48, 'yhat_upper': 83.45}}",SELL,91.0424,True,-5.98,3.99,7.98,
NKE,,62.945,2.47,23.37,47.48,Neutral,2.93,63.9123,63.795,,,3.04,0.0,,,,,,Increasing,0.0037,4.64,-0.7647,-0.9488,0.1841,34.31,34.7,67.884,67.7739,63.5292,59.2846,"vol↑, positive ROC","{3: {'yhat': 63.33, 'yhat_lower': 60.97, 'yhat_upper': 65.77}, 5: {'yhat': 63.69, 'yhat_lower': 61.42, 'yhat_upper': 66.22}, 7: {'yhat': 63.35, 'yhat_lower': 60.9, 'yhat_upper': 65.9}, 14: {'yhat': 64.33, 'yhat_lower': 61.87, 'yhat_upper': 66.71}}",HOLD,60.9534,False,-4.4,2.93,5.86,
INTC,,34.085,1.38,23.2,32.91,Neutral,5.24,36.2609,37.5536,,,-10.61,0.0,,,,,,Decreasing,0.04,-9.01,-1.0375,-0.5372,-0.5003,13.47,12.26,25.2417,42.3684,37.5173,32.6661,RSI low,"{3: {'yhat': 32.28, 'yhat_lower': 30.84, 'yhat_upper': 33.6}, 5: {'yhat': 31.74, 'yhat_lower': 30.44, 'yhat_upper': 33.14}, 7: {'yhat': 31.21, 'yhat_lower': 29.9, 'yhat_upper': 32.5}, 14: {'yhat': 29.82, 'yhat_lower': 28.52, 'yhat_upper': 31.19}}",SELL,40.1768,True,-7.86,5.24,10.48,
CELH,,39.49,0.71,22.7,23.05,Oversold,9.41,47.4397,50.2486,,,-4.89,0.0,,,,,,Increasing,0.0278,-3.29,-4.4104,-4.2008,-0.2096,3.33,3.85,38.4505,68.33,49.5935,30.857,"vol↑, RSI low","{3: {'yhat': 38.08, 'yhat_lower': 35.93, 'yhat_upper': 40.31}, 5: {'yhat': 38.14, 'yhat_lower': 36.06, 'yhat_upper': 40.44}, 7: {'yhat': 38.27, 'yhat_lower': 36.03, 'yhat_upper': 40.59}, 14: {'yhat': 39.64, 'yhat_lower': 37.4, 'yhat_upper': 41.81}}",SELL,48.6464,True,-14.12,9.41,18.82,
ZS,,275.48,-1.52,22.22,16.89,Oversold,4.27,304.7201,314.2486,,,-13.92,0.0,,,,,,Increasing,0.0526,-12.32,-10.0549,-4.1945,-5.8603,5.63,5.54,245.7041,350.3879,313.811,277.2341,"vol↑, RSI low","{3: {'yhat': 282.39, 'yhat_lower': 273.95, 'yhat_upper': 290.08}, 5: {'yhat': 279.4, 'yhat_lower': 271.77, 'yhat_upper': 287.57}, 7: {'yhat': 276.32, 'yhat_lower': 268.7, 'yhat_upper': 283.84}, 14: {'yhat': 272.5, 'yhat_lower': 264.93, 'yhat_upper': 280.51}}",SELL,315.9291,True,-6.4,4.27,8.54,
NVDA,,181.0799,0.24,21.81,38.02,Neutral,5.02,188.4324,192.7357,,,-3.76,0.0,,,,,,Increasing,0.0417,-2.16,-2.7856,-0.9068,-1.8788,18.34,16.17,143.4089,209.765,193.0595,176.354,"vol↑, RSI low","{3: {'yhat': 179.03, 'yhat_lower': 173.19, 'yhat_upper': 185.07}, 5: {'yhat': 178.98, 'yhat_lower': 173.34, 'yhat_upper': 185.24}, 7: {'yhat': 177.21, 'yhat_lower': 171.12, 'yhat_upper': 183.52}, 14: {'yhat': 175.18, 'yhat_lower': 169.09, 'yhat_upper': 181.08}}",SELL,191.6386,True,-7.53,5.02,10.04,
SHOP,,147.51,2.04,21.13,42.44,Neutral,5.61,153.2429,159.2357,,,-3.22,0.0,,,,,,Increasing,0.0417,-1.62,-4.8138,-3.9917,-0.822,24.08,17.73,118.8709,184.9234,158.55,132.1766,"vol↑, RSI low","{3: {'yhat': 143.95, 'yhat_lower': 137.55, 'yhat_upper': 149.78}, 5: {'yhat': 145.47, 'yhat_lower': 139.68, 'yhat_upper': 151.67}, 7: {'yhat': 145.05, 'yhat_lower': 139.27, 'yhat_upper': 150.76}, 14: {'yhat': 148.88, 'yhat_lower': 143.14, 'yhat_upper': 154.96}}",SELL,158.2386,True,-8.42,5.61,11.22,
CRWD,,489.8,-2.3,20.29,26.79,Oversold,4.25,522.7576,533.6219,,,-9.26,0.0,,,,,,Increasing,0.0833,-7.66,-6.9132,1.5122,-8.4254,11.81,14.32,420.2929,568.4346,533.937,499.4394,"vol↑, RSI low","{3: {'yhat': 503.09, 'yhat_lower': 487.68, 'yhat_upper': 519.06}, 5: {'yhat': 501.96, 'yhat_lower': 487.06, 'yhat_upper': 518.5}, 7: {'yhat': 497.64, 'yhat_lower': 481.57, 'yhat_upper': 514.3}, 14: {'yhat': 497.59, 'yhat_lower': 481.51, 'yhat_upper': 513.17}}",SELL,544.7564,True,-6.38,4.25,8.5,
PLTR,,154.77,-0.63,19.6,24.08,Oversold,7.81,175.4753,182.164,,,-13.02,0.0,,,,,,Increasing,0.0526,-11.42,-7.5182,-3.7459,-3.7723,8.06,7.65,119.0755,211.4844,182.0407,152.5971,"vol↑, RSI low","{3: {'yhat': 159.99, 'yhat_lower': 152.81, 'yhat_upper': 166.53}, 5: {'yhat': 159.75, 'yhat_lower': 153.26, 'yhat_upper': 166.7}, 7: {'yhat': 159.1, 'yhat_lower': 152.62, 'yhat_upper': 165.5}, 14: {'yhat': 162.11, 'yhat_lower': 155.66, 'yhat_upper': 168.92}}",SELL,180.9321,True,-11.72,7.81,15.62,
