Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,SMA21,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,MACD,MACD Signal,MACD Hist,Stoch %K,Stoch %D,VWAP,BB Upper,BB Middle,BB Lower,Why This Stock,Forecasts,Trade,Trendline Support,Trendline Broken,Stop %,Target1 %,Target2 %,notes
IQV,,224.9,3.59,75.15,70.59,Overbought,2.62,216.1217,216.7919,,,6.86,0.0,,,,,,Increasing,1.0,"Ticker
SPY    8.64
dtype: float64",2.1698,2.0628,0.107,61.26,52.83,178.991,224.8908,216.6055,208.3202,"vol↑, above EMA20, positive ROC","{3: {'yhat': 221.33, 'yhat_lower': 215.44, 'yhat_upper': 227.38}, 5: {'yhat': 222.25, 'yhat_lower': 216.47, 'yhat_upper': 228.15}, 7: {'yhat': 222.1, 'yhat_lower': 216.22, 'yhat_upper': 227.87}, 14: {'yhat': 221.69, 'yhat_lower': 215.24, 'yhat_upper': 227.98}}",HOLD,220.8258,False,-3.93,2.62,5.24,
XBI,,116.65,2.48,75.04,70.04,Overbought,2.46,112.0656,112.0019,,,7.06,0.0,,,,,,Increasing,1.0,"Ticker
SPY    8.84
dtype: float64",1.6643,1.5203,0.1441,79.04,81.57,90.0437,117.0222,112.1825,107.3428,"vol↑, above EMA20, positive ROC","{3: {'yhat': 117.4, 'yhat_lower': 115.37, 'yhat_upper': 119.38}, 5: {'yhat': 118.21, 'yhat_lower': 116.27, 'yhat_upper': 120.1}, 7: {'yhat': 118.47, 'yhat_lower': 116.73, 'yhat_upper': 120.38}, 14: {'yhat': 117.91, 'yhat_lower': 115.89, 'yhat_upper': 119.7}}",HOLD,114.9942,False,-3.69,2.46,4.92,
DGX,,191.25,1.94,74.48,73.84,Overbought,2.29,184.6316,182.3433,,,6.55,0.0,,,,,,Increasing,1.0,"Ticker
SPY    8.33
dtype: float64",1.9825,1.2066,0.7759,77.6,71.92,170.5886,192.7238,182.3515,171.9792,"vol↑, above EMA20, positive ROC","{3: {'yhat': 190.92, 'yhat_lower': 187.78, 'yhat_upper': 193.97}, 5: {'yhat': 190.32, 'yhat_lower': 187.14, 'yhat_upper': 193.12}, 7: {'yhat': 191.21, 'yhat_lower': 188.13, 'yhat_upper': 194.27}, 14: {'yhat': 189.06, 'yhat_lower': 186.02, 'yhat_upper': 192.1}}",HOLD,182.0702,False,-3.44,2.29,4.58,
NVRI,,17.4,28.22,74.41,89.92,Overbought,5.72,13.3528,13.0619,,,42.74,0.0,,,,,,Increasing,1.0,"Ticker
SPY    44.52
dtype: float64",0.6833,0.2828,0.4005,84.9,81.52,9.6221,15.3734,13.0455,10.7176,"vol↑, above EMA20, positive ROC","{3: {'yhat': 14.98, 'yhat_lower': 14.57, 'yhat_upper': 15.45}, 5: {'yhat': 15.32, 'yhat_lower': 14.85, 'yhat_upper': 15.78}, 7: {'yhat': 15.62, 'yhat_lower': 15.18, 'yhat_upper': 16.1}, 14: {'yhat': 16.02, 'yhat_lower': 15.54, 'yhat_upper': 16.47}}",SELL,13.0446,False,-8.58,5.72,11.44,
GILD,,126.64,1.32,74.31,60.99,Neutral,2.77,123.1903,122.4376,,,6.56,0.0,,,,,,Increasing,0.3333,"Ticker
SPY    8.34
dtype: float64",1.6697,1.4279,0.2418,83.31,87.09,106.8381,128.8723,122.5125,116.1527,"vol↑, above EMA20, positive ROC","{3: {'yhat': 128.63, 'yhat_lower': 126.12, 'yhat_upper': 131.24}, 5: {'yhat': 129.24, 'yhat_lower': 126.59, 'yhat_upper': 131.73}, 7: {'yhat': 130.04, 'yhat_lower': 127.39, 'yhat_upper': 132.6}, 14: {'yhat': 131.32, 'yhat_lower': 128.57, 'yhat_upper': 133.8}}",HOLD,122.8962,False,-4.16,2.77,5.54,
IBB,,167.52,2.0,74.25,71.87,Overbought,2.04,161.3939,160.7833,,,6.21,0.0,,,,,,Increasing,1.0,"Ticker
SPY    7.99
dtype: float64",2.5471,2.4546,0.0924,81.77,84.21,136.8173,168.7715,161.0645,153.3575,"vol↑, above EMA20, positive ROC","{3: {'yhat': 169.48, 'yhat_lower': 167.01, 'yhat_upper': 171.95}, 5: {'yhat': 170.47, 'yhat_lower': 167.9, 'yhat_upper': 173.05}, 7: {'yhat': 170.83, 'yhat_lower': 168.4, 'yhat_upper': 173.13}, 14: {'yhat': 170.78, 'yhat_lower': 168.39, 'yhat_upper': 172.98}}",HOLD,163.517,False,-3.06,2.04,4.08,
IMNM,,18.53,5.83,74.04,68.21,Neutral,7.05,16.761,16.6548,,,21.59,0.0,,,,,,Increasing,1.0,"Ticker
SPY    23.37
dtype: float64",0.6365,0.5595,0.0769,76.39,75.82,10.657,18.6994,16.703,14.7066,"vol↑, above EMA20, positive ROC","{3: {'yhat': 19.96, 'yhat_lower': 19.35, 'yhat_upper': 20.6}, 5: {'yhat': 20.47, 'yhat_lower': 19.86, 'yhat_upper': 21.07}, 7: {'yhat': 20.88, 'yhat_lower': 20.27, 'yhat_upper': 21.47}, 14: {'yhat': 21.7, 'yhat_lower': 21.11, 'yhat_upper': 22.3}}",HOLD,17.9506,False,-10.58,7.05,14.1,
LABU,,142.38,7.19,73.91,69.11,Neutral,6.78,128.0078,127.7467,,,21.05,0.0,,,,,,Increasing,1.0,"Ticker
SPY    22.83
dtype: float64",4.9764,4.4021,0.5744,77.47,80.26,73.2815,143.557,128.287,113.017,"vol↑, above EMA20, positive ROC","{3: {'yhat': 143.68, 'yhat_lower': 138.49, 'yhat_upper': 148.93}, 5: {'yhat': 145.72, 'yhat_lower': 141.0, 'yhat_upper': 150.66}, 7: {'yhat': 146.27, 'yhat_lower': 141.81, 'yhat_upper': 151.26}, 14: {'yhat': 143.4, 'yhat_lower': 138.68, 'yhat_upper': 148.05}}",HOLD,134.4221,False,-10.17,6.78,13.56,
IDYA,,33.99,2.5,73.44,73.15,Overbought,4.71,31.7413,31.8148,,,12.4,0.0,,,,,,Increasing,1.0,"Ticker
SPY    14.18
dtype: float64",0.9171,0.8001,0.1171,79.02,78.53,23.0323,34.4685,31.9465,29.4245,"vol↑, above EMA20, positive ROC","{3: {'yhat': 33.98, 'yhat_lower': 32.97, 'yhat_upper': 35.06}, 5: {'yhat': 34.2, 'yhat_lower': 33.25, 'yhat_upper': 35.17}, 7: {'yhat': 34.35, 'yhat_lower': 33.39, 'yhat_upper': 35.33}, 14: {'yhat': 34.42, 'yhat_lower': 33.45, 'yhat_upper': 35.44}}",HOLD,32.0953,False,-7.06,4.71,9.42,
CSCO,,76.1,0.87,73.26,56.2,Neutral,2.95,74.3209,73.8662,,,7.08,0.0,,,,,,Increasing,0.3333,"Ticker
SPY    8.86
dtype: float64",1.374,1.3614,0.0126,65.83,73.05,63.8101,79.2496,74.028,68.8064,"vol↑, above EMA20, positive ROC","{3: {'yhat': 78.02, 'yhat_lower': 76.78, 'yhat_upper': 79.35}, 5: {'yhat': 78.63, 'yhat_lower': 77.32, 'yhat_upper': 79.9}, 7: {'yhat': 78.78, 'yhat_lower': 77.46, 'yhat_upper': 80.01}, 14: {'yhat': 78.97, 'yhat_lower': 77.77, 'yhat_upper': 80.28}}",HOLD,74.195,False,-4.43,2.95,5.9,
URGN,,25.87,4.15,73.25,73.06,Overbought,7.36,22.7339,22.3538,,,11.32,0.0,,,,,,Increasing,1.0,"Ticker
SPY    13.1
dtype: float64",1.3182,1.2407,0.0775,90.94,86.5,12.9144,26.8396,22.523,18.2064,"vol↑, above EMA20, positive ROC","{3: {'yhat': 25.2, 'yhat_lower': 24.29, 'yhat_upper': 26.05}, 5: {'yhat': 25.09, 'yhat_lower': 24.17, 'yhat_upper': 26.04}, 7: {'yhat': 24.99, 'yhat_lower': 24.12, 'yhat_upper': 25.79}, 14: {'yhat': 24.52, 'yhat_lower': 23.6, 'yhat_upper': 25.44}}",HOLD,21.1927,False,-11.04,7.36,14.72,
ABVX,,119.12,-3.08,72.95,69.12,Neutral,5.66,106.8766,104.9564,,,13.16,0.0,,,,,,Increasing,0.5,"Ticker
SPY    14.94
dtype: float64",5.513,4.2838,1.2292,81.39,84.29,63.8489,121.3193,105.6663,90.0132,"vol↑, above EMA20, positive ROC","{3: {'yhat': 119.34, 'yhat_lower': 113.7, 'yhat_upper': 125.08}, 5: {'yhat': 120.72, 'yhat_lower': 114.66, 'yhat_upper': 126.27}, 7: {'yhat': 120.91, 'yhat_lower': 115.36, 'yhat_upper': 126.43}, 14: {'yhat': 119.63, 'yhat_lower': 114.22, 'yhat_upper': 124.98}}",HOLD,105.8369,False,-8.49,5.66,11.32,
BTSG,,34.59,5.59,72.88,69.61,Neutral,3.9,32.4736,32.98,,,4.38,0.0,,,,,,Increasing,1.0,"Ticker
SPY    6.16
dtype: float64",0.254,0.2275,0.0265,64.03,43.45,24.1416,34.8053,32.9525,31.0997,"vol↑, above EMA20, positive ROC","{3: {'yhat': 31.99, 'yhat_lower': 31.11, 'yhat_upper': 32.87}, 5: {'yhat': 32.12, 'yhat_lower': 31.2, 'yhat_upper': 33.06}, 7: {'yhat': 31.94, 'yhat_lower': 31.07, 'yhat_upper': 32.84}, 14: {'yhat': 32.0, 'yhat_lower': 31.09, 'yhat_upper': 32.88}}",HOLD,33.7759,False,-5.85,3.9,7.8,
EXAS,,100.9,0.23,72.77,94.86,Overbought,4.67,73.81,70.6429,,,52.46,0.0,,,,,,Increasing,1.0,"Ticker
SPY    54.24
dtype: float64",7.918,3.7459,4.1721,93.78,81.81,59.0456,93.5515,70.943,48.3345,"vol↑, above EMA20, positive ROC","{3: {'yhat': 91.8, 'yhat_lower': 88.66, 'yhat_upper': 94.56}, 5: {'yhat': 95.17, 'yhat_lower': 91.86, 'yhat_upper': 98.09}, 7: {'yhat': 97.58, 'yhat_lower': 94.75, 'yhat_upper': 100.9}, 14: {'yhat': 101.96, 'yhat_lower': 99.01, 'yhat_upper': 105.08}}",SELL,73.2291,False,-7.0,4.67,9.34,
AZN,,91.0,2.62,72.66,76.12,Overbought,2.06,86.8243,85.7029,,,7.59,0.0,,,,,,Increasing,1.0,"Ticker
SPY    9.37
dtype: float64",1.6475,1.3817,0.2657,87.59,88.53,73.2352,92.5679,85.8235,79.0791,"vol↑, above EMA20, positive ROC","{3: {'yhat': 92.67, 'yhat_lower': 90.84, 'yhat_upper': 94.43}, 5: {'yhat': 93.39, 'yhat_lower': 91.76, 'yhat_upper': 95.09}, 7: {'yhat': 93.76, 'yhat_lower': 92.01, 'yhat_upper': 95.5}, 14: {'yhat': 93.78, 'yhat_lower': 92.07, 'yhat_upper': 95.51}}",HOLD,86.8803,False,-3.09,2.06,4.12,
APGE,,66.26,4.56,72.54,76.46,Overbought,5.73,59.9147,59.1026,,,21.11,0.0,,,,,,Increasing,1.0,"Ticker
SPY    22.89
dtype: float64",2.7383,2.6245,0.1138,79.43,77.24,41.9083,68.3388,59.3918,50.4447,"vol↑, above EMA20, positive ROC","{3: {'yhat': 69.29, 'yhat_lower': 67.09, 'yhat_upper': 71.49}, 5: {'yhat': 70.48, 'yhat_lower': 68.23, 'yhat_upper': 72.57}, 7: {'yhat': 71.25, 'yhat_lower': 68.99, 'yhat_upper': 73.52}, 14: {'yhat': 72.12, 'yhat_lower': 69.85, 'yhat_upper': 74.39}}",HOLD,62.5291,False,-8.6,5.73,11.46,
IONS,,76.09,4.06,72.53,64.15,Neutral,4.72,72.7569,73.031,,,3.45,0.0,,,,,,Increasing,1.0,"Ticker
SPY    5.23
dtype: float64",0.6978,0.4694,0.2283,76.52,73.18,46.3125,76.264,73.1395,70.015,"vol↑, above EMA20, positive ROC","{3: {'yhat': 75.89, 'yhat_lower': 74.02, 'yhat_upper': 77.64}, 5: {'yhat': 76.84, 'yhat_lower': 75.08, 'yhat_upper': 78.81}, 7: {'yhat': 77.19, 'yhat_lower': 75.36, 'yhat_upper': 79.02}, 14: {'yhat': 78.39, 'yhat_lower': 76.5, 'yhat_upper': 80.29}}",HOLD,75.2848,False,-7.08,4.72,9.44,
SU,,44.32,-0.78,72.44,63.97,Neutral,2.44,42.9226,42.2376,,,3.99,0.0,,,,,,Increasing,0.25,"Ticker
SPY    5.77
dtype: float64",1.0363,0.9945,0.0418,86.96,90.76,37.9292,46.7081,42.358,38.0079,"vol↑, above EMA20, positive ROC","{3: {'yhat': 45.57, 'yhat_lower': 44.62, 'yhat_upper': 46.51}, 5: {'yhat': 45.86, 'yhat_lower': 44.88, 'yhat_upper': 46.84}, 7: {'yhat': 45.76, 'yhat_lower': 44.81, 'yhat_upper': 46.7}, 14: {'yhat': 44.81, 'yhat_lower': 43.88, 'yhat_upper': 45.8}}",HOLD,41.6017,False,-3.66,2.44,4.88,
UGI,,37.61,7.06,72.43,91.94,Overbought,2.09,34.5444,34.301,,,10.78,0.0,,,,,,Increasing,1.0,"Ticker
SPY    12.56
dtype: float64",0.6874,0.4389,0.2486,86.54,83.5,32.1095,36.3064,34.33,32.3536,"vol↑, above EMA20, positive ROC","{3: {'yhat': 35.79, 'yhat_lower': 35.15, 'yhat_upper': 36.4}, 5: {'yhat': 35.83, 'yhat_lower': 35.21, 'yhat_upper': 36.49}, 7: {'yhat': 35.96, 'yhat_lower': 35.33, 'yhat_upper': 36.59}, 14: {'yhat': 35.68, 'yhat_lower': 34.99, 'yhat_upper': 36.3}}",SELL,33.5488,False,-3.14,2.09,4.18,
HIG,,136.45,1.25,72.41,76.77,Overbought,1.7,131.0033,129.1129,,,5.44,0.0,,,,,,Increasing,1.0,"Ticker
SPY    7.22
dtype: float64",1.9852,1.4326,0.5526,88.31,84.22,121.2639,138.1364,129.313,120.4896,"vol↑, above EMA20, positive ROC","{3: {'yhat': 135.16, 'yhat_lower': 133.07, 'yhat_upper': 137.14}, 5: {'yhat': 134.97, 'yhat_lower': 132.9, 'yhat_upper': 137.17}, 7: {'yhat': 134.26, 'yhat_lower': 132.06, 'yhat_upper': 136.36}, 14: {'yhat': 130.45, 'yhat_lower': 128.44, 'yhat_upper': 132.54}}",HOLD,127.3457,False,-2.55,1.7,3.4,
CNQ,,33.43,-1.59,72.37,60.47,Neutral,2.56,32.6713,32.3952,,,5.59,0.0,,,,,,Increasing,0.25,"Ticker
SPY    7.37
dtype: float64",0.5725,0.4558,0.1167,77.02,84.82,30.5876,34.3123,32.4515,30.5907,"vol↑, above EMA20, positive ROC","{3: {'yhat': 33.95, 'yhat_lower': 33.14, 'yhat_upper': 34.77}, 5: {'yhat': 34.18, 'yhat_lower': 33.34, 'yhat_upper': 35.12}, 7: {'yhat': 33.94, 'yhat_lower': 33.09, 'yhat_upper': 34.85}, 14: {'yhat': 32.97, 'yhat_lower': 32.06, 'yhat_upper': 33.88}}",HOLD,32.0166,False,-3.84,2.56,5.12,
XLV,,154.61,2.11,72.22,78.41,Overbought,1.42,149.2919,148.3652,,,5.8,0.0,,,,,,Increasing,1.0,"Ticker
SPY    7.58
dtype: float64",2.0619,1.8473,0.2146,81.98,80.65,138.3726,155.8745,148.482,141.0895,"vol↑, above EMA20, positive ROC","{3: {'yhat': 155.16, 'yhat_lower': 153.02, 'yhat_upper': 157.32}, 5: {'yhat': 155.48, 'yhat_lower': 153.32, 'yhat_upper': 157.68}, 7: {'yhat': 155.32, 'yhat_lower': 153.39, 'yhat_upper': 157.51}, 14: {'yhat': 153.99, 'yhat_lower': 151.84, 'yhat_upper': 156.07}}",HOLD,150.0827,False,-2.13,1.42,2.84,
OUT,,22.89,4.43,72.08,80.12,Overbought,3.78,20.4391,19.6714,,,13.54,0.0,,,,,,Increasing,1.0,"Ticker
SPY    15.32
dtype: float64",1.08,0.9013,0.1787,91.66,91.9,17.2795,24.0651,19.7555,15.4459,"vol↑, above EMA20, positive ROC","{3: {'yhat': 23.38, 'yhat_lower': 22.82, 'yhat_upper': 23.96}, 5: {'yhat': 23.62, 'yhat_lower': 23.07, 'yhat_upper': 24.18}, 7: {'yhat': 23.83, 'yhat_lower': 23.3, 'yhat_upper': 24.36}, 14: {'yhat': 23.9, 'yhat_lower': 23.38, 'yhat_upper': 24.44}}",SELL,19.4435,False,-5.67,3.78,7.56,
QBTZ,,27.46,0.88,72.07,78.46,Overbought,14.25,19.6865,17.3007,,,84.42,0.0,,,,,,Increasing,1.0,"Ticker
SPY    86.2
dtype: float64",2.9205,1.7115,1.209,82.52,82.0,15.3112,27.9363,17.4453,6.9542,"vol↑, above EMA20, positive ROC","{3: {'yhat': 35.0, 'yhat_lower': 32.06, 'yhat_upper': 38.0}, 5: {'yhat': 47.76, 'yhat_lower': 45.02, 'yhat_upper': 50.44}, 7: {'yhat': 66.92, 'yhat_lower': 63.96, 'yhat_upper': 69.8}, 14: {'yhat': 203.1, 'yhat_lower': 200.29, 'yhat_upper': 205.88}}",HOLD,,False,-21.38,14.25,28.5,
TXG,,18.34,11.42,71.91,79.09,Overbought,6.49,15.2636,14.8948,,,20.26,0.0,,,,,,Increasing,1.0,"Ticker
SPY    22.04
dtype: float64",0.8807,0.7444,0.1362,76.97,67.83,11.835,18.3559,14.951,11.5461,"vol↑, above EMA20, positive ROC","{3: {'yhat': 17.84, 'yhat_lower': 17.14, 'yhat_upper': 18.55}, 5: {'yhat': 18.01, 'yhat_lower': 17.33, 'yhat_upper': 18.69}, 7: {'yhat': 18.18, 'yhat_lower': 17.5, 'yhat_upper': 18.84}, 14: {'yhat': 18.28, 'yhat_lower': 17.54, 'yhat_upper': 18.96}}",HOLD,14.2527,False,-9.74,6.49,12.98,
B,,36.55,1.53,71.84,57.59,Neutral,4.49,35.2272,34.4576,,,10.46,0.0,,,,,,Increasing,0.25,"Ticker
SPY    12.24
dtype: float64",0.9603,0.9146,0.0457,71.83,79.09,22.5457,39.0787,34.5565,30.0343,"vol↑, above EMA20, positive ROC","{3: {'yhat': 38.04, 'yhat_lower': 37.17, 'yhat_upper': 38.81}, 5: {'yhat': 38.22, 'yhat_lower': 37.41, 'yhat_upper': 39.09}, 7: {'yhat': 38.24, 'yhat_lower': 37.4, 'yhat_upper': 39.1}, 14: {'yhat': 37.82, 'yhat_lower': 37.0, 'yhat_upper': 38.67}}",HOLD,35.6029,False,-6.74,4.49,8.98,
PTCT,,78.47,2.63,71.84,82.52,Overbought,3.75,72.9061,71.9452,,,9.32,0.0,,,,,,Increasing,1.0,"Ticker
SPY    11.1
dtype: float64",2.2691,2.0829,0.1862,84.89,86.04,52.7158,79.7726,72.2225,64.6724,"vol↑, above EMA20, positive ROC","{3: {'yhat': 81.94, 'yhat_lower': 79.56, 'yhat_upper': 84.16}, 5: {'yhat': 83.35, 'yhat_lower': 81.15, 'yhat_upper': 85.59}, 7: {'yhat': 84.34, 'yhat_lower': 82.13, 'yhat_upper': 86.63}, 14: {'yhat': 85.87, 'yhat_lower': 83.64, 'yhat_upper': 88.12}}",SELL,74.3318,False,-5.62,3.75,7.5,
TRV,,290.07,0.77,71.78,73.98,Overbought,1.75,281.5993,278.9314,,,3.67,0.0,,,,,,Increasing,1.0,"Ticker
SPY    5.45
dtype: float64",3.745,3.3268,0.4181,86.63,84.28,259.1303,295.3833,279.3835,263.3837,"vol↑, above EMA20, positive ROC","{3: {'yhat': 288.0, 'yhat_lower': 282.52, 'yhat_upper': 293.07}, 5: {'yhat': 286.98, 'yhat_lower': 281.8, 'yhat_upper': 291.55}, 7: {'yhat': 285.28, 'yhat_lower': 280.54, 'yhat_upper': 290.37}, 14: {'yhat': 277.7, 'yhat_lower': 272.4, 'yhat_upper': 282.46}}",HOLD,277.0227,False,-2.62,1.75,3.5,
DTM,,116.89,0.46,71.72,67.18,Neutral,2.38,113.3112,112.0781,,,2.54,0.0,,,,,,Increasing,1.0,"Ticker
SPY    4.32
dtype: float64",1.478,1.258,0.22,78.52,76.26,100.855,119.1569,112.4015,105.6461,"vol↑, above EMA20, positive ROC","{3: {'yhat': 115.85, 'yhat_lower': 113.14, 'yhat_upper': 118.31}, 5: {'yhat': 116.2, 'yhat_lower': 113.49, 'yhat_upper': 118.8}, 7: {'yhat': 115.92, 'yhat_lower': 113.34, 'yhat_upper': 118.68}, 14: {'yhat': 113.18, 'yhat_lower': 110.46, 'yhat_upper': 115.83}}",HOLD,112.9127,False,-3.57,2.38,4.76,
