Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,SMA21,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,MACD,MACD Signal,MACD Hist,Stoch %K,Stoch %D,VWAP,BB Upper,BB Middle,BB Lower,Why This Stock,Forecasts,Trade,Trendline Support,Trendline Broken,Stop %,Target1 %,Target2 %,notes
CNTA,,28.56,3.7,73.6,71.11,Overbought,7.59,25.6266,25.0907,,,29.11,0.0,,,,,,Increasing,1.0,30.93,1.258,0.8769,0.3811,89.54,89.07,17.8179,29.5357,25.1378,20.7398,"vol↑, above EMA20, positive ROC","{3: {'yhat': 28.62, 'yhat_lower': 27.64, 'yhat_upper': 29.53}, 5: {'yhat': 29.12, 'yhat_lower': 28.26, 'yhat_upper': 30.05}, 7: {'yhat': 29.41, 'yhat_lower': 28.52, 'yhat_upper': 30.3}, 14: {'yhat': 29.54, 'yhat_lower': 28.6, 'yhat_upper': 30.42}}",HOLD,25.6588,False,-11.38,7.59,15.18,
CNQ,,33.66,-0.91,73.54,66.37,Neutral,2.54,32.6932,32.4062,,,6.32,0.0,,,,,,Increasing,0.25,8.14,0.5981,0.4609,0.1372,78.91,85.45,30.5896,34.3519,32.463,30.5741,"vol↑, above EMA20, positive ROC","{3: {'yhat': 33.91, 'yhat_lower': 33.06, 'yhat_upper': 34.75}, 5: {'yhat': 34.13, 'yhat_lower': 33.26, 'yhat_upper': 34.96}, 7: {'yhat': 33.86, 'yhat_lower': 32.99, 'yhat_upper': 34.69}, 14: {'yhat': 32.84, 'yhat_lower': 32.0, 'yhat_upper': 33.72}}",HOLD,32.0166,False,-3.81,2.54,5.08,
IDYA,,33.93,2.32,73.53,72.76,Overbought,4.68,31.7356,31.8119,,,12.2,0.0,,,,,,Increasing,1.0,14.02,0.9105,0.7987,0.1117,78.68,78.42,23.0396,34.4554,31.9435,29.4316,"vol↑, above EMA20, positive ROC","{3: {'yhat': 33.79, 'yhat_lower': 32.84, 'yhat_upper': 34.77}, 5: {'yhat': 33.97, 'yhat_lower': 32.99, 'yhat_upper': 34.94}, 7: {'yhat': 34.08, 'yhat_lower': 33.09, 'yhat_upper': 35.12}, 14: {'yhat': 34.07, 'yhat_lower': 33.12, 'yhat_upper': 35.0}}",HOLD,32.0953,False,-7.02,4.68,9.36,
URGN,,25.745,3.64,73.36,72.48,Overbought,7.36,22.722,22.3479,,,10.78,0.0,,,,,,Increasing,1.0,12.6,1.3043,1.238,0.0664,90.43,86.33,12.8962,26.8133,22.5168,18.2202,"vol↑, above EMA20, positive ROC","{3: {'yhat': 25.23, 'yhat_lower': 24.27, 'yhat_upper': 26.2}, 5: {'yhat': 25.15, 'yhat_lower': 24.23, 'yhat_upper': 26.11}, 7: {'yhat': 25.08, 'yhat_lower': 24.19, 'yhat_upper': 25.95}, 14: {'yhat': 24.69, 'yhat_lower': 23.71, 'yhat_upper': 25.54}}",HOLD,21.1927,False,-11.04,7.36,14.72,
FRO,,25.58,2.36,73.35,63.66,Neutral,3.15,24.594,24.4976,,,8.11,0.0,,,,,,Increasing,0.25,9.93,0.4278,0.3812,0.0466,76.51,79.92,18.0931,26.0641,24.5455,23.0269,"vol↑, above EMA20, positive ROC","{3: {'yhat': 24.85, 'yhat_lower': 24.09, 'yhat_upper': 25.63}, 5: {'yhat': 24.67, 'yhat_lower': 23.89, 'yhat_upper': 25.41}, 7: {'yhat': 24.41, 'yhat_lower': 23.64, 'yhat_upper': 25.17}, 14: {'yhat': 22.84, 'yhat_lower': 22.11, 'yhat_upper': 23.61}}",HOLD,24.4329,False,-4.72,3.15,6.3,
BTSG,,34.61,5.65,72.94,69.72,Neutral,3.85,32.4755,32.981,,,4.44,0.0,,,,,,Increasing,1.0,6.26,0.2562,0.2279,0.0283,66.02,44.11,24.1116,34.8101,32.9535,31.0969,"vol↑, above EMA20, positive ROC","{3: {'yhat': 32.01, 'yhat_lower': 31.08, 'yhat_upper': 32.92}, 5: {'yhat': 32.15, 'yhat_lower': 31.23, 'yhat_upper': 32.97}, 7: {'yhat': 31.98, 'yhat_lower': 31.04, 'yhat_upper': 32.81}, 14: {'yhat': 32.05, 'yhat_lower': 31.12, 'yhat_upper': 32.94}}",HOLD,33.7759,False,-5.78,3.85,7.7,
APGE,,65.56,3.46,72.92,74.7,Overbought,5.65,59.8481,59.0693,,,19.83,0.0,,,,,,Increasing,1.0,21.65,2.6605,2.609,0.0515,77.91,76.73,41.8641,68.1955,59.3568,50.518,"vol↑, above EMA20, positive ROC","{3: {'yhat': 69.43, 'yhat_lower': 67.17, 'yhat_upper': 71.54}, 5: {'yhat': 70.64, 'yhat_lower': 68.36, 'yhat_upper': 72.95}, 7: {'yhat': 71.43, 'yhat_lower': 69.11, 'yhat_upper': 73.7}, 14: {'yhat': 72.38, 'yhat_lower': 70.15, 'yhat_upper': 74.63}}",HOLD,62.5291,False,-8.48,5.65,11.3,
ABVX,,119.37,-2.87,72.88,69.74,Neutral,5.65,106.9004,104.9683,,,13.39,0.0,,,,,,Increasing,0.5,15.21,5.5407,4.2893,1.2514,81.66,84.38,63.6587,121.3774,105.6788,89.9801,"vol↑, above EMA20, positive ROC","{3: {'yhat': 119.05, 'yhat_lower': 113.37, 'yhat_upper': 124.96}, 5: {'yhat': 120.36, 'yhat_lower': 115.03, 'yhat_upper': 125.85}, 7: {'yhat': 120.48, 'yhat_lower': 114.81, 'yhat_upper': 125.95}, 14: {'yhat': 119.03, 'yhat_lower': 113.61, 'yhat_upper': 124.71}}",HOLD,105.8369,False,-8.48,5.65,11.3,
MNST,,72.71,0.68,72.76,67.8,Neutral,2.43,70.4158,69.6533,,,4.27,0.0,,,,,,Increasing,0.25,6.09,1.0965,0.8556,0.241,90.69,90.76,59.4291,74.4222,69.6515,64.8808,"vol↑, above EMA20, positive ROC","{3: {'yhat': 73.85, 'yhat_lower': 72.74, 'yhat_upper': 75.06}, 5: {'yhat': 73.95, 'yhat_lower': 72.87, 'yhat_upper': 75.11}, 7: {'yhat': 74.17, 'yhat_lower': 73.04, 'yhat_upper': 75.39}, 14: {'yhat': 73.44, 'yhat_lower': 72.24, 'yhat_upper': 74.62}}",HOLD,71.1627,False,-3.65,2.43,4.86,
OUT,,22.515,2.71,72.63,77.82,Overbought,3.73,20.4034,19.6536,,,11.68,0.0,,,,,,Increasing,1.0,13.5,1.0384,0.893,0.1454,90.59,91.55,17.2717,23.9919,19.7368,15.4816,"vol↑, above EMA20, positive ROC","{3: {'yhat': 23.1, 'yhat_lower': 22.59, 'yhat_upper': 23.65}, 5: {'yhat': 23.3, 'yhat_lower': 22.74, 'yhat_upper': 23.8}, 7: {'yhat': 23.44, 'yhat_lower': 22.88, 'yhat_upper': 23.96}, 14: {'yhat': 23.39, 'yhat_lower': 22.85, 'yhat_upper': 23.92}}",HOLD,19.4435,False,-5.6,3.73,7.46,
ALL,,215.355,1.71,72.6,76.74,Overbought,2.03,205.7422,201.634,,,6.46,0.0,,,,,,Increasing,1.0,8.28,3.8788,2.8552,1.0236,88.02,83.02,196.8716,220.1696,202.0563,183.9429,"vol↑, above EMA20, positive ROC","{3: {'yhat': 215.65, 'yhat_lower': 211.77, 'yhat_upper': 219.42}, 5: {'yhat': 215.89, 'yhat_lower': 211.85, 'yhat_upper': 219.69}, 7: {'yhat': 215.55, 'yhat_lower': 211.85, 'yhat_upper': 219.66}, 14: {'yhat': 211.43, 'yhat_lower': 207.58, 'yhat_upper': 215.5}}",HOLD,200.7169,False,-3.04,2.03,4.06,
SU,,44.395,-0.62,72.59,65.41,Neutral,2.44,42.9297,42.2412,,,4.16,0.0,,,,,,Increasing,0.25,5.98,1.0446,0.9962,0.0484,87.33,90.88,37.9285,46.7191,42.3618,38.0044,"vol↑, above EMA20, positive ROC","{3: {'yhat': 45.46, 'yhat_lower': 44.53, 'yhat_upper': 46.52}, 5: {'yhat': 45.72, 'yhat_lower': 44.7, 'yhat_upper': 46.75}, 7: {'yhat': 45.57, 'yhat_lower': 44.65, 'yhat_upper': 46.6}, 14: {'yhat': 44.5, 'yhat_lower': 43.49, 'yhat_upper': 45.42}}",HOLD,41.6017,False,-3.66,2.44,4.88,
MBX,,27.785,2.79,72.52,78.93,Overbought,7.85,23.6132,23.1807,,,8.66,0.0,,,,,,Increasing,1.0,10.48,1.9678,1.9308,0.037,86.43,88.88,16.225,29.5885,23.4898,17.391,"vol↑, above EMA20, positive ROC","{3: {'yhat': 26.49, 'yhat_lower': 25.08, 'yhat_upper': 28.03}, 5: {'yhat': 26.63, 'yhat_lower': 25.14, 'yhat_upper': 28.2}, 7: {'yhat': 26.54, 'yhat_lower': 25.0, 'yhat_upper': 28.08}, 14: {'yhat': 27.21, 'yhat_lower': 25.69, 'yhat_upper': 28.77}}",HOLD,23.5275,False,-11.77,7.85,15.7,
ADPT,,18.515,13.45,72.12,78.24,Overbought,6.19,15.6253,15.9017,,,25.19,0.0,,,,,,Increasing,1.0,27.01,0.1407,-0.2805,0.4212,69.51,43.0,10.4564,18.8189,15.8358,12.8526,"vol↑, above EMA20, positive ROC","{3: {'yhat': 15.87, 'yhat_lower': 15.2, 'yhat_upper': 16.49}, 5: {'yhat': 16.27, 'yhat_lower': 15.63, 'yhat_upper': 16.9}, 7: {'yhat': 16.69, 'yhat_lower': 16.03, 'yhat_upper': 17.3}, 14: {'yhat': 17.68, 'yhat_lower': 17.06, 'yhat_upper': 18.29}}",HOLD,16.219,False,-9.28,6.19,12.38,
NYT,,64.6,1.68,72.12,74.29,Overbought,2.32,61.4315,60.549,,,5.3,0.0,,,,,,Increasing,1.0,7.12,1.5662,1.5396,0.0266,90.39,88.32,53.9106,67.1126,60.726,54.3394,"vol↑, above EMA20, positive ROC","{3: {'yhat': 65.6, 'yhat_lower': 64.33, 'yhat_upper': 66.77}, 5: {'yhat': 65.96, 'yhat_lower': 64.69, 'yhat_upper': 67.18}, 7: {'yhat': 66.5, 'yhat_lower': 65.36, 'yhat_upper': 67.74}, 14: {'yhat': 67.17, 'yhat_lower': 65.91, 'yhat_upper': 68.33}}",HOLD,59.7052,False,-3.48,2.32,4.64,
TRV,,291.535,1.28,72.1,76.22,Overbought,1.74,281.7389,279.0012,,,4.19,0.0,,,,,,Increasing,1.0,6.01,3.9077,3.3594,0.5483,88.66,84.96,259.0066,295.6745,279.4568,263.2391,"vol↑, above EMA20, positive ROC","{3: {'yhat': 289.76, 'yhat_lower': 285.05, 'yhat_upper': 294.7}, 5: {'yhat': 289.12, 'yhat_lower': 284.23, 'yhat_upper': 294.28}, 7: {'yhat': 287.87, 'yhat_lower': 282.82, 'yhat_upper': 292.58}, 14: {'yhat': 281.33, 'yhat_lower': 276.13, 'yhat_upper': 285.87}}",HOLD,277.0227,False,-2.61,1.74,3.48,
TXG,,18.24,10.81,72.01,78.67,Overbought,6.45,15.2541,14.89,,,19.61,0.0,,,,,,Increasing,1.0,21.43,0.8696,0.7422,0.1274,77.51,68.01,11.8244,18.3302,14.946,11.5618,"vol↑, above EMA20, positive ROC","{3: {'yhat': 17.99, 'yhat_lower': 17.3, 'yhat_upper': 18.69}, 5: {'yhat': 18.21, 'yhat_lower': 17.56, 'yhat_upper': 18.91}, 7: {'yhat': 18.43, 'yhat_lower': 17.73, 'yhat_upper': 19.13}, 14: {'yhat': 18.68, 'yhat_lower': 17.98, 'yhat_upper': 19.4}}",HOLD,14.2527,False,-9.68,6.45,12.9,
IONS,,75.49,3.24,72.01,62.21,Neutral,4.74,72.6998,73.0024,,,2.64,0.0,,,,,,Increasing,1.0,4.46,0.6311,0.4561,0.175,74.54,72.52,46.1907,76.1243,73.1095,70.0947,"vol↑, above EMA20, positive ROC","{3: {'yhat': 75.66, 'yhat_lower': 73.83, 'yhat_upper': 77.64}, 5: {'yhat': 76.57, 'yhat_lower': 74.72, 'yhat_upper': 78.57}, 7: {'yhat': 76.89, 'yhat_lower': 75.11, 'yhat_upper': 78.76}, 14: {'yhat': 78.03, 'yhat_lower': 76.11, 'yhat_upper': 79.99}}",HOLD,75.2848,False,-7.11,4.74,9.48,
XLV,,155.05,2.4,71.99,79.49,Overbought,1.41,149.3338,148.3862,,,6.1,0.0,,,,,,Increasing,1.0,7.92,2.1108,1.8571,0.2537,83.42,81.13,138.3234,155.9755,148.504,141.0325,"vol↑, above EMA20, positive ROC","{3: {'yhat': 155.44, 'yhat_lower': 153.3, 'yhat_upper': 157.59}, 5: {'yhat': 155.81, 'yhat_lower': 153.71, 'yhat_upper': 158.02}, 7: {'yhat': 155.73, 'yhat_lower': 153.55, 'yhat_upper': 157.79}, 14: {'yhat': 154.54, 'yhat_lower': 152.41, 'yhat_upper': 156.6}}",HOLD,150.0827,False,-2.11,1.41,2.82,
B,,36.425,1.18,71.81,56.67,Neutral,4.32,35.2153,34.4517,,,10.08,0.0,,,,,,Increasing,0.25,11.9,0.9464,0.9119,0.0346,71.25,78.9,22.4958,39.0612,34.5503,30.0393,"vol↑, above EMA20, positive ROC","{3: {'yhat': 37.94, 'yhat_lower': 37.15, 'yhat_upper': 38.76}, 5: {'yhat': 38.09, 'yhat_lower': 37.26, 'yhat_upper': 38.93}, 7: {'yhat': 38.07, 'yhat_lower': 37.26, 'yhat_upper': 38.82}, 14: {'yhat': 37.58, 'yhat_lower': 36.77, 'yhat_upper': 38.45}}",HOLD,35.6029,False,-6.48,4.32,8.64,
AZN,,91.54,3.23,71.8,77.78,Overbought,2.03,86.8757,85.7286,,,8.23,0.0,,,,,,Increasing,1.0,10.05,1.7075,1.3937,0.3137,89.86,89.29,73.123,92.6858,85.8505,79.0152,"vol↑, above EMA20, positive ROC","{3: {'yhat': 93.03, 'yhat_lower': 91.32, 'yhat_upper': 94.71}, 5: {'yhat': 93.81, 'yhat_lower': 92.1, 'yhat_upper': 95.48}, 7: {'yhat': 94.27, 'yhat_lower': 92.62, 'yhat_upper': 95.94}, 14: {'yhat': 94.46, 'yhat_lower': 92.73, 'yhat_upper': 96.23}}",HOLD,86.8803,False,-3.04,2.03,4.06,
TJX,,151.4,2.25,71.69,81.0,Overbought,1.98,145.2657,144.339,,,5.0,0.0,,,,,,Increasing,1.0,6.82,1.5852,1.0532,0.532,76.11,71.6,128.3003,150.2211,144.4808,138.7405,"vol↑, above EMA20, positive ROC","{3: {'yhat': 150.07, 'yhat_lower': 148.03, 'yhat_upper': 152.22}, 5: {'yhat': 150.88, 'yhat_lower': 148.92, 'yhat_upper': 152.84}, 7: {'yhat': 150.99, 'yhat_lower': 149.01, 'yhat_upper': 152.95}, 14: {'yhat': 152.13, 'yhat_lower': 150.18, 'yhat_upper': 154.11}}",SELL,144.4346,False,-2.97,1.98,3.96,
GCT,,34.4,8.74,71.65,69.94,Neutral,7.04,30.5434,29.9948,,,3.9,0.0,,,,,,Increasing,1.0,5.72,1.0713,0.8064,0.2649,80.28,70.91,21.8587,35.0967,30.0775,25.0583,"vol↑, above EMA20, positive ROC","{3: {'yhat': 33.1, 'yhat_lower': 31.57, 'yhat_upper': 34.64}, 5: {'yhat': 33.32, 'yhat_lower': 31.88, 'yhat_upper': 34.95}, 7: {'yhat': 33.39, 'yhat_lower': 31.9, 'yhat_upper': 34.89}, 14: {'yhat': 32.32, 'yhat_lower': 30.73, 'yhat_upper': 33.92}}",HOLD,29.2052,False,-10.56,7.04,14.08,
HIG,,137.17,1.78,71.61,78.36,Overbought,1.69,131.0719,129.1471,,,6.0,0.0,,,,,,Increasing,1.0,7.82,2.0652,1.4486,0.6166,90.15,84.83,121.2365,138.3,129.349,120.398,"vol↑, above EMA20, positive ROC","{3: {'yhat': 135.91, 'yhat_lower': 133.73, 'yhat_upper': 137.9}, 5: {'yhat': 135.89, 'yhat_lower': 133.82, 'yhat_upper': 138.06}, 7: {'yhat': 135.39, 'yhat_lower': 133.33, 'yhat_upper': 137.63}, 14: {'yhat': 132.06, 'yhat_lower': 129.91, 'yhat_upper': 134.27}}",HOLD,127.3457,False,-2.54,1.69,3.38,
QBTZ,,29.02,6.61,71.49,80.7,Overbought,13.48,19.8351,17.375,,,94.9,0.0,,,,,,Increasing,1.0,96.72,3.0938,1.7462,1.3477,85.18,82.89,15.2626,28.3458,17.5233,6.7007,"vol↑, above EMA20, positive ROC","{3: {'yhat': 39.18, 'yhat_lower': 36.21, 'yhat_upper': 41.99}, 5: {'yhat': 55.56, 'yhat_lower': 52.5, 'yhat_upper': 58.49}, 7: {'yhat': 80.14, 'yhat_lower': 77.06, 'yhat_upper': 82.91}, 14: {'yhat': 249.65, 'yhat_lower': 247.02, 'yhat_upper': 252.57}}",SELL,,False,-20.22,13.48,26.96,
TIGO,,52.635,1.09,71.48,59.01,Neutral,4.09,50.3257,49.4788,,,10.86,0.0,,,,,,Increasing,0.25,12.68,1.4849,1.2295,0.2554,69.17,79.91,36.3643,55.4157,49.5837,43.7518,"vol↑, above EMA20, positive ROC","{3: {'yhat': 54.21, 'yhat_lower': 53.23, 'yhat_upper': 55.23}, 5: {'yhat': 54.61, 'yhat_lower': 53.64, 'yhat_upper': 55.6}, 7: {'yhat': 54.75, 'yhat_lower': 53.8, 'yhat_upper': 55.76}, 14: {'yhat': 54.51, 'yhat_lower': 53.43, 'yhat_upper': 55.47}}",HOLD,49.1923,False,-6.14,4.09,8.18,
ALB,,117.0,0.5,71.44,61.79,Neutral,6.46,107.9132,104.93,,,20.4,0.0,,,,,,Increasing,0.3333,22.22,6.0934,5.1869,0.9064,81.13,84.88,77.4698,127.4555,104.8945,82.3335,"vol↑, above EMA20, positive ROC","{3: {'yhat': 125.38, 'yhat_lower': 121.44, 'yhat_upper': 129.6}, 5: {'yhat': 126.76, 'yhat_lower': 122.82, 'yhat_upper': 130.63}, 7: {'yhat': 128.54, 'yhat_lower': 124.47, 'yhat_upper': 132.7}, 14: {'yhat': 128.01, 'yhat_lower': 123.95, 'yhat_upper': 132.18}}",HOLD,108.1117,False,-9.69,6.46,12.92,
MPLX,,53.88,0.75,71.35,80.81,Overbought,1.65,51.7243,51.2979,,,5.09,0.0,,,,,,Increasing,1.0,6.91,0.976,0.856,0.12,93.92,92.5,48.4708,54.5109,51.393,48.2751,"vol↑, above EMA20, positive ROC","{3: {'yhat': 54.4, 'yhat_lower': 53.39, 'yhat_upper': 55.32}, 5: {'yhat': 54.76, 'yhat_lower': 53.75, 'yhat_upper': 55.72}, 7: {'yhat': 54.98, 'yhat_lower': 53.99, 'yhat_upper': 55.84}, 14: {'yhat': 54.64, 'yhat_lower': 53.69, 'yhat_upper': 55.57}}",SELL,50.7043,False,-2.47,1.65,3.3,
EYPT,,13.765,0.92,71.29,65.64,Neutral,7.88,12.6372,12.304,,,22.79,0.0,,,,,,Increasing,0.3333,24.61,0.4805,0.1661,0.3144,84.75,87.75,9.3952,14.3318,12.3203,10.3087,"vol↑, above EMA20, positive ROC","{3: {'yhat': 13.84, 'yhat_lower': 13.31, 'yhat_upper': 14.41}, 5: {'yhat': 14.05, 'yhat_lower': 13.51, 'yhat_upper': 14.7}, 7: {'yhat': 14.09, 'yhat_lower': 13.53, 'yhat_upper': 14.66}, 14: {'yhat': 13.83, 'yhat_lower': 13.28, 'yhat_upper': 14.36}}",HOLD,11.7106,False,-11.82,7.88,15.76,
RVMD,,71.275,2.0,71.21,83.25,Overbought,3.68,63.7981,62.9607,,,16.83,0.0,,,,,,Increasing,1.0,18.65,3.655,3.406,0.249,88.46,91.72,43.2599,73.2158,63.3847,53.5537,"vol↑, above EMA20, positive ROC","{3: {'yhat': 69.4, 'yhat_lower': 67.89, 'yhat_upper': 71.0}, 5: {'yhat': 68.67, 'yhat_lower': 67.19, 'yhat_upper': 70.13}, 7: {'yhat': 67.94, 'yhat_lower': 66.49, 'yhat_upper': 69.44}, 14: {'yhat': 62.95, 'yhat_lower': 61.39, 'yhat_upper': 64.47}}",SELL,65.5154,False,-5.52,3.68,7.36,
BIIB,,174.93,4.01,71.18,81.79,Overbought,2.94,160.6761,158.1795,,,12.49,0.0,,,,,,Increasing,1.0,14.31,5.2204,4.1186,1.1018,91.67,90.39,139.5625,174.931,158.594,142.257,"vol↑, above EMA20, positive ROC","{3: {'yhat': 174.14, 'yhat_lower': 170.02, 'yhat_upper': 177.96}, 5: {'yhat': 174.42, 'yhat_lower': 170.66, 'yhat_upper': 178.63}, 7: {'yhat': 175.03, 'yhat_lower': 170.96, 'yhat_upper': 179.15}, 14: {'yhat': 172.67, 'yhat_lower': 168.58, 'yhat_upper': 176.72}}",SELL,158.3524,False,-4.41,2.94,5.88,
